date,sta,flight_no,origin,origin_code,airline_name,aircraft_type,tail_reg,tail_reg_updated,match_strategy,matched_dep_flight,matched_dep_tail,matched_turnaround_min,icao_cat,cbp_flag,gate
01-Apr-26,21:25,FR449,Liverpool�(LPL),LPL,Ryanair,B38M,EI-IFT,EI-IFT,exact_tail_25min_5hr,FR448,EI-IFT,25,C,FALSE,
01-Apr-26,21:25,FR509,Bristol�(BRS),BRS,Ryanair,B38M,EI-IKR,EI-IKR,exact_tail_25min_5hr,FR508,EI-IKR,25,C,FALSE,
01-Apr-26,21:30,EI277,Birmingham�(BHX),BHX,Aer Lingus,A320,EI-DEL,EI-DEL,exact_tail_overnight_5hr_16hr,EI262,EI-DEL,540,C,FALSE,
01-Apr-26,21:30,EI3409,Donegal�(CFN),CFN,Aer Lingus,AT7,,,,,,,B,FALSE,
01-Apr-26,21:30,FR559,Manchester�(MAN),MAN,Ryanair,B738,9H-QAR,9H-QAR,exact_tail_overnight_5hr_16hr,FR6875,9H-QAR,530,C,FALSE,
01-Apr-26,21:35,EI3309,Southampton�(SOU),SOU,Aer Lingus,AT7,,,,,,,B,FALSE,
01-Apr-26,21:35,,Southampton�(SOU),SOU,Aer Lingus Regional,AT76,EI-HNA,EI-HNA,exact_tail_overnight_5hr_16hr,EI3550,EI-HNA,615,B,FALSE,
01-Apr-26,21:40,,Bristol�(BRS),BRS,Aer Lingus Regional,AT76,EI-GZV,EI-GZV,exact_tail_overnight_5hr_16hr,EA3220,EI-GZV,550,B,FALSE,
01-Apr-26,21:45,EI657,Frankfurt�(FRA),FRA,Aer Lingus,A320,EI-DEK,EI-DEK,exact_tail_overnight_5hr_16hr,EI432,EI-DEK,555,C,FALSE,
01-Apr-26,21:45,EI3259,Edinburgh�(EDI),EDI,Aer Lingus,AT7,,,,,,,B,FALSE,
01-Apr-26,21:45,EI3289,Bristol�(BRS),BRS,Aer Lingus,AT7,,,,,,,B,FALSE,
01-Apr-26,21:49,,Edinburgh�(EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,EI-FAT,exact_tail_overnight_5hr_16hr,EA3390,EI-FAT,561,B,FALSE,
01-Apr-26,21:50,BA4470,London�(LCY),LCY,British Airways,E190,G-LCAH,G-LCAH,exact_tail_overnight_5hr_16hr,BA4461,G-LCAH,550,C,FALSE,
01-Apr-26,21:50,FR17,Newcastle�(NCL),NCL,Ryanair,B738,SP-RKM,SP-RKM,exact_tail_overnight_5hr_16hr,FR114,SP-RKM,600,C,FALSE,
01-Apr-26,22:00,EI699,Dusseldorf�(DUS),DUS,Aer Lingus,A320,EI-DEJ,EI-DEJ,exact_tail_overnight_5hr_16hr,EI332,EI-DEJ,520,C,FALSE,
01-Apr-26,22:00,FR3103,Amsterdam�(AMS),AMS,Ryanair,B738,SP-RKH,SP-RKH,exact_tail_overnight_5hr_16hr,FR112,SP-RKH,505,C,FALSE,
01-Apr-26,22:00,FR3670,Berlin�(BER),BER,Ryanair,B38M,9H-VUZ,9H-VUZ,exact_tail_overnight_5hr_16hr,FR332,9H-VUZ,585,C,FALSE,
01-Apr-26,22:05,EI357,Munich�(MUC),MUC,Aer Lingus,A20N,EI-NSB,EI-NSB,exact_tail_overnight_5hr_16hr,EI152,EI-NSB,505,C,FALSE,
01-Apr-26,22:05,EI639,Brussels�(BRU),BRU,Aer Lingus,A320,EI-FNJ,EI-FNJ,exact_tail_overnight_5hr_16hr,EI630,EI-FNJ,525,C,FALSE,
01-Apr-26,22:05,EI757,Seville�(SVQ),SVQ,Aer Lingus,A320,EI-DVH,EI-DVH,exact_tail_overnight_5hr_16hr,EI642,EI-DVH,560,C,FALSE,
01-Apr-26,22:05,EI3329,Manchester�(MAN),MAN,Aer Lingus,AT7,,,,,,,B,FALSE,
01-Apr-26,22:05,,Manchester�(MAN),MAN,Aer Lingus Regional,AT76,EI-HDK,EI-HDK,exact_tail_overnight_5hr_16hr,,EI-HDK,565,B,FALSE,
01-Apr-26,22:10,EI349,Zurich�(ZRH),ZRH,Aer Lingus,A320,EI-DVE,EI-DVE,exact_tail_overnight_5hr_16hr,EI342,EI-DVE,540,C,FALSE,
01-Apr-26,22:10,FR9612,Rome�(FCO),FCO,Ryanair,B738,EI-DPN,EI-DPN,exact_tail_25min_5hr,FR8115,EI-DPN,100,C,FALSE,
01-Apr-26,22:15,FR123,London�(LGW),LGW,Ryanair,B738,SP-RKD,SP-RKD,exact_tail_overnight_5hr_16hr,FR276,SP-RKD,565,C,FALSE,
01-Apr-26,22:15,LH982,Frankfurt�(FRA),FRA,Lufthansa,A321,D-AIRL,D-AIRL,exact_tail_5min_8hr,LH983,D-AIRL,465,C,FALSE,
01-Apr-26,22:20,EI611,Amsterdam�(AMS),AMS,Aer Lingus,A20N,EI-NSD,EI-NSD,exact_tail_overnight_5hr_16hr,EI156,EI-NSD,620,C,FALSE,
01-Apr-26,22:25,KL1145,Amsterdam�(AMS),AMS,KLM,B738,PH-BXA,PH-BXA,exact_tail_5min_8hr,KL1134,PH-BXA,450,C,FALSE,
01-Apr-26,22:30,EI183,London�(LHR),LHR,Aer Lingus,A20N,EI-NSH,EI-NSH,exact_tail_overnight_5hr_16hr,EI562,EI-NSH,490,C,FALSE,
01-Apr-26,22:30,EI3275,Birmingham�(BHX),BHX,Aer Lingus,AT7,,,,,,,B,FALSE,
01-Apr-26,22:33,,Birmingham�(BHX),BHX,Aer Lingus Regional,AT76,EI-GPN,EI-GPN,exact_tail_overnight_5hr_16hr,EA3242,EI-GPN,527,B,FALSE,
01-Apr-26,22:35,FR669,Birmingham�(BHX),BHX,Ryanair,B738,EI-DPP,EI-DPP,,,,,C,FALSE,
01-Apr-26,22:40,AF1016,Paris�(CDG),CDG,Air France,BCS3,F-HZUK,F-HZUK,exact_tail_5min_8hr,AF1017,F-HZUK,435,C,FALSE,
01-Apr-26,22:40,EI529,Paris�(CDG),CDG,Aer Lingus,A320,EI-DEP,EI-DEP,exact_tail_5min_8hr,EI202,EI-DEP,470,C,FALSE,
01-Apr-26,22:50,FR8131,Malaga�(AGP),AGP,Ryanair,B38M,EI-ILC,EI-ILC,exact_tail_5min_8hr,FR94,EI-ILC,455,C,FALSE,
01-Apr-26,23:05,EI497,Faro�(FAO),FAO,Aer Lingus,A320,EI-DVN,EI-DVN,,,,,C,FALSE,
01-Apr-26,23:05,TK1173,Istanbul�(IST),IST,Turkish Airlines,B39M,TC-LYC,TC-LYC,exact_tail_5min_8hr,TK1174,TC-LYC,400,C,FALSE,
01-Apr-26,23:06,REV999,Nottingham�(EMA),EMA,RVL Aviation,BE20,G-REXB,G-REXA,airline+aircraft+time,,G-REXA,54,C,FALSE,
01-Apr-26,23:10,EI337,Berlin�(BER),BER,Aer Lingus,A320,EI-DER,EI-DER,exact_tail_overnight_5hr_16hr,EI544,EI-DER,710,C,FALSE,
01-Apr-26,23:10,EI587,Malaga�(AGP),AGP,Aer Lingus,A320,EI-DVK,EI-DVK,exact_tail_overnight_5hr_16hr,EI422,EI-DVK,510,C,FALSE,
01-Apr-26,23:10,H4243,Iasi�(IAS),IAS,HiSky,A320,YR-SKY,YR-SKY,exact_tail_25min_5hr,H4474,YR-SKY,45,C,FALSE,
01-Apr-26,23:20,FR210,London�(STN),STN,Ryanair,B738,EI-DLV,EI-DLV,,,,,C,FALSE,
01-Apr-26,23:20,FR2024,Krakow�(KRK),KRK,Ryanair,B38M,EI-IHC,EI-IHC,exact_tail_overnight_5hr_16hr,FR5910,EI-IHC,515,C,FALSE,
01-Apr-26,23:25,FR127,London�(LGW),LGW,Ryanair,B738,SP-RSQ,SP-RSQ,exact_tail_5min_8hr,FR657,SP-RSQ,445,C,FALSE,
01-Apr-26,23:25,FR561,Manchester�(MAN),MAN,Ryanair,B38M,EI-HGP,EI-HGP,exact_tail_overnight_5hr_16hr,FR288,EI-HGP,650,C,FALSE,
01-Apr-26,23:25,FR8116,Nottingham�(EMA),EMA,Ryanair,B738,EI-EBK,EI-EBK,,,,,C,FALSE,
01-Apr-26,23:35,FR5562,Glasgow�(GLA),GLA,Ryanair,B738,SP-RND,SP-RND,exact_tail_5min_8hr,FR7046,SP-RND,425,C,FALSE,
01-Apr-26,23:35,FR8108,Reus�(REU),REU,Ryanair,B738,9H-QCO,9H-QCO,,,,,C,FALSE,
01-Apr-26,23:40,FR830,Venice�(VCE),VCE,Ryanair,B38M,EI-IFS,EI-IFS,,,,,C,FALSE,
01-Apr-26,23:50,EI437,Milan�(MXP),MXP,Aer Lingus,A320,EI-DES,EI-DES,exact_tail_5min_8hr,EI692,EI-DES,420,C,FALSE,
01-Apr-26,23:55,FR6908,Bydgoszcz�(BZG),BZG,Ryanair,B38M,EI-IHY,EI-IHY,,,,,C,FALSE,
01-Apr-26,23:55,FR7137,Lisbon�(LIS),LIS,Ryanair,B738,SP-RNS,SP-RNS,exact_tail_5min_8hr,FR3995,SP-RNS,390,C,FALSE,
01-Apr-26,23:55,TP1326,Lisbon�(LIS),LIS,TAP Express,E195,CS-TAX,CS-TAX,exact_tail_5min_8hr,TP1327,CS-TAX,335,C,FALSE,
01-Apr-26,23:59,FR6131,Naples�(NAP),NAP,Ryanair,B38M,9H-VUQ,9H-VUQ,exact_tail_5min_8hr,FR5217,9H-VUQ,401,C,FALSE,
02-Apr-26,00:01,,Teterboro�(TEB),TEB,NetJets,GLEX,CS-GLD,CS-GLD,,,,,C,FALSE,
02-Apr-26,00:05,FR256,London�(STN),STN,Ryanair,B38M,EI-IHM,EI-IHM,exact_tail_5min_8hr,FR660,EI-IHM,405,C,FALSE,
02-Apr-26,00:05,FR1026,Budapest�(BUD),BUD,Ryanair,B38M,EI-HMZ,EI-HMZ,,,,,C,FALSE,
02-Apr-26,00:20,EI779,Lanzarote�(ACE),ACE,Aer Lingus,A320,EI-EDP,EI-EDP,exact_tail_5min_8hr,EI476,EI-EDP,435,C,FALSE,
02-Apr-26,00:20,FR6900,Palermo�(PMO),PMO,Ryanair,B38M,EI-HET,EI-HET,exact_tail_overnight_5hr_16hr,FR9319,EI-HET,720,C,FALSE,
02-Apr-26,00:35,FR635,Cardiff�(CWL),CWL,Ryanair,7M8,,,,,,,C,FALSE,
02-Apr-26,00:35,FR5243,Bodrum�(BJV),BJV,Ryanair,B738,EI-EVJ,EI-EVJ,,,,,C,FALSE,
02-Apr-26,00:45,EI765,Tenerife�(TFS),TFS,Aer Lingus,A320,EI-GAL,EI-GAL,exact_tail_5min_8hr,EI776,EI-GAL,405,C,FALSE,
02-Apr-26,00:45,FR3096,Szczecin�(SZZ),SZZ,Ryanair,B738,9H-QAL,9H-QAL,exact_tail_5min_8hr,FR5568,9H-QAL,345,C,FALSE,
02-Apr-26,00:45,FR3781,Mahon�(MAH),MAH,Ryanair,B738,9H-QBD,9H-QBD,exact_tail_5min_8hr,FR504,9H-QBD,400,C,FALSE,
02-Apr-26,00:50,FR883,Fuerteventura�(FUE),FUE,Ryanair,B738,9H-QAD,9H-QAD,exact_tail_25min_5hr,FR4518,9H-QAD,295,C,FALSE,
02-Apr-26,00:50,LH8321,Birmingham�(BHX),BHX,Lufthansa Cargo,A321,D-AEUA,D-AEUA,exact_tail_25min_5hr,LH8321,D-AEUA,90,C,FALSE,
02-Apr-26,00:52,OJ300,Karlsruhe / Baden-Baden�(FKB),FKB,NyxAir,AT75,ES-NTC,ES-NTC,exact_tail_25min_5hr,OJ301,ES-NTC,98,B,FALSE,
02-Apr-26,00:55,EI565,Barcelona�(BCN),BCN,Aer Lingus,A320,EI-DEH,EI-DVN,airline+aircraft+time,EI440,EI-DVN,300,C,FALSE,
02-Apr-26,00:55,FR1391,Thessaloniki�(SKG),SKG,Ryanair,B38M,EI-HMW,EI-HMW,exact_tail_25min_5hr,FR9456,EI-HMW,290,C,FALSE,
02-Apr-26,00:55,FR6920,Barcelona�(BCN),BCN,Ryanair,B738,SP-RNP,EI-EVJ,airline+aircraft+time,FR436,EI-EVJ,300,C,FALSE,
02-Apr-26,00:59,EI487,Lisbon�(LIS),LIS,Aer Lingus,A320,EI-DVI,EI-DVI,exact_tail_5min_8hr,EI492,EI-DVI,391,C,FALSE,
02-Apr-26,01:01,FR1381,Split�(SPU),SPU,Ryanair,B38M,EI-IFW,EI-IHY,airline+aircraft+time,FR1982,EI-IHY,284,C,FALSE,
02-Apr-26,01:01,FR4223,Bratislava�(BTS),BTS,Ryanair,B38M,EI-IJD,EI-ILJ,airline+aircraft+time,FR7128,EI-ILJ,284,C,FALSE,
02-Apr-26,01:01,FR7125,Lanzarote�(ACE),ACE,Ryanair,B38M,EI-HEN,EI-HMZ,airline+aircraft+time,FR7762,EI-HMZ,289,C,FALSE,
02-Apr-26,01:05,FR7001,Girona�(GRO),GRO,Ryanair,B38M,EI-HGP,EI-HGP,exact_tail_25min_5hr,FR1984,EI-HGP,280,C,FALSE,
02-Apr-26,01:10,FR9429,Milan�(BGY),BGY,Ryanair,B738,9H-QCF,EI-EBK,airline+aircraft+time,FR652,EI-EBK,300,C,FALSE,
02-Apr-26,01:15,FR7120,Tenerife�(TFS),TFS,Ryanair,B38M,9H-VVJ,9H-VVJ,exact_tail_5min_8hr,FR5060,9H-VVJ,340,C,FALSE,
02-Apr-26,01:49,XM358,Birmingham�(BHX),BHX,Zimex Aviation,AT72,HB-AFJ,HB-AFJ,exact_tail_25min_5hr,XM359,HB-AFJ,121,B,FALSE,
02-Apr-26,03:32,,Barcelona�(BCN),BCN,Ryanair,B738,9H-QDR,9H-QDR,exact_tail_25min_5hr,FR5125,9H-QDR,163,C,FALSE,
02-Apr-26,03:56,,Nottingham�(EMA),EMA,DHL,A306,D-AEAL,D-AEAL,exact_tail_25min_5hr,,D-AEAL,99,C,FALSE,
02-Apr-26,04:30,EI104,New York�(JFK),JFK,Aer Lingus,A333,EI-DUZ,EI-DUZ,,,,,E,TRUE,
02-Apr-26,00:35,FR635,Cardiff�(CWL),CWL,Ryanair,7M8,,,,,,,C,FALSE,
02-Apr-26,00:35,FR5243,Bodrum�(BJV),BJV,Ryanair,B738,EI-EVJ,EI-EVJ,,,,,C,FALSE,
02-Apr-26,00:45,EI765,Tenerife�(TFS),TFS,Aer Lingus,A320,EI-GAL,EI-GAL,,,,,C,FALSE,
02-Apr-26,00:45,FR3096,Szczecin�(SZZ),SZZ,Ryanair,B738,9H-QAL,9H-QAL,,,,,C,FALSE,
02-Apr-26,00:45,FR3781,Mahon�(MAH),MAH,Ryanair,B738,9H-QBD,9H-QBD,,,,,C,FALSE,
02-Apr-26,00:50,FR883,Fuerteventura�(FUE),FUE,Ryanair,B738,9H-QAD,9H-QAD,exact_tail_25min_5hr,FR4518,9H-QAD,295,C,FALSE,
02-Apr-26,00:50,LH8321,Birmingham�(BHX),BHX,Lufthansa Cargo,A321,D-AEUA,D-AEUA,exact_tail_25min_5hr,LH8321,D-AEUA,90,C,FALSE,
02-Apr-26,00:52,OJ300,Karlsruhe / Baden-Baden�(FKB),FKB,NyxAir,AT75,ES-NTC,ES-NTC,exact_tail_25min_5hr,OJ301,ES-NTC,98,B,FALSE,
02-Apr-26,00:55,EI565,Barcelona�(BCN),BCN,Aer Lingus,A320,EI-DEH,EI-DEH,exact_tail_5min_8hr,EI402,EI-DEH,325,C,FALSE,
02-Apr-26,00:55,FR1391,Thessaloniki�(SKG),SKG,Ryanair,B38M,EI-HMW,EI-HMW,exact_tail_25min_5hr,FR9456,EI-HMW,290,C,FALSE,
02-Apr-26,00:55,FR6920,Barcelona�(BCN),BCN,Ryanair,B738,SP-RNP,SP-RNP,exact_tail_5min_8hr,FR1925,SP-RNP,355,C,FALSE,
02-Apr-26,00:59,EI487,Lisbon�(LIS),LIS,Aer Lingus,A320,EI-DVI,EI-DVI,,,,,C,FALSE,
02-Apr-26,01:01,FR1381,Split�(SPU),SPU,Ryanair,B38M,EI-IFW,EI-IFW,exact_tail_5min_8hr,FR30,EI-IFW,329,C,FALSE,
02-Apr-26,01:01,FR4223,Bratislava�(BTS),BTS,Ryanair,B38M,EI-IJD,EI-IJD,exact_tail_5min_8hr,FR5555,EI-IJD,379,C,FALSE,
02-Apr-26,01:01,FR7125,Lanzarote�(ACE),ACE,Ryanair,B38M,EI-HEN,EI-HET,airline+aircraft+time,FR943,EI-HET,294,C,FALSE,
02-Apr-26,01:05,FR7001,Girona�(GRO),GRO,Ryanair,B38M,EI-HGP,EI-HGP,exact_tail_25min_5hr,FR1984,EI-HGP,280,C,FALSE,
02-Apr-26,01:10,FR9429,Milan�(BGY),BGY,Ryanair,B738,9H-QCF,SP-RKV,airline+aircraft+time,FR808,SP-RKV,300,C,FALSE,
02-Apr-26,01:15,FR7120,Tenerife�(TFS),TFS,Ryanair,B38M,9H-VVJ,9H-VVJ,,,,,C,FALSE,
02-Apr-26,01:49,XM358,Birmingham�(BHX),BHX,Zimex Aviation,AT72,HB-AFJ,HB-AFJ,exact_tail_25min_5hr,XM359,HB-AFJ,121,B,FALSE,
02-Apr-26,03:32,,Barcelona�(BCN),BCN,Ryanair,B738,9H-QDR,9H-QDR,exact_tail_25min_5hr,FR5125,9H-QDR,163,C,FALSE,
02-Apr-26,03:56,,Nottingham�(EMA),EMA,DHL,A306,D-AEAL,D-AEAL,exact_tail_25min_5hr,,D-AEAL,99,C,FALSE,
02-Apr-26,04:30,EI104,New York�(JFK),JFK,Aer Lingus,A333,EI-DUZ,EI-DUZ,,,,,E,TRUE,
02-Apr-26,04:32,QY2886,Brussels�(BRU),BRU,DHL,B738,EC-NUG,EC-NUG,,,,,C,FALSE,
02-Apr-26,04:35,EI132,Boston�(BOS),BOS,Aer Lingus,A21N,EI-LRC,EI-LRC,exact_tail_overnight_5hr_16hr,EI101,EI-LRC,525,C,TRUE,
02-Apr-26,04:38,FX5051,Indianapolis�(IND),IND,FedEx,B763,N125FE,N125FE,exact_tail_25min_5hr,FX5050,N125FE,236,D,FALSE,
02-Apr-26,04:45,5O4294,Paris�(CDG),CDG,ASL Airlines,B738,F-HIQB,F-HIQB,exact_tail_25min_5hr,5O4294,F-HIQB,50,C,FALSE,
02-Apr-26,04:52,5X248,Cologne�(CGN),CGN,UPS,B763,N364UP,N364UP,exact_tail_25min_5hr,5X248,N364UP,36,D,FALSE,
02-Apr-26,05:10,EI122,Chicago�(ORD),ORD,Aer Lingus,A333,EI-EDY,EI-EDY,exact_tail_overnight_5hr_16hr,EI127,EI-EDY,490,E,TRUE,
02-Apr-26,05:10,EI126,Toronto�(YYZ),YYZ,Aer Lingus,A333,EI-FNH,EI-FNH,,,,,E,FALSE,
02-Apr-26,05:11,QY2882,Leipzig�(LEJ),LEJ,Titan Airways,A321,9H-ZTB,9H-ZTB,exact_tail_overnight_5hr_16hr,,9H-ZTB,939,C,FALSE,
02-Apr-26,05:15,EI100,New York�(EWR),EWR,Aer Lingus,A21N,EI-LRF,EI-LRF,exact_tail_25min_5hr,EI352,EI-LRF,120,C,TRUE,
02-Apr-26,05:15,EI116,Washington�(IAD),IAD,Aer Lingus,A21N,EI-XLR,EI-XLR,exact_tail_25min_5hr,EI520,EI-XLR,90,C,TRUE,
02-Apr-26,05:15,EI130,Windsor Locks�(BDL),BDL,Aer Lingus,A21N,EI-LRD,EI-LRD,exact_tail_25min_5hr,EI580,EI-LRD,125,C,TRUE,
02-Apr-26,06:01,FX5202,London�(STN),STN,FedEx,B763,N107FE,N107FE,exact_tail_overnight_5hr_16hr,FX5201,N107FE,754,D,FALSE,
02-Apr-26,06:30,AA722,Philadelphia�(PHL),PHL,American Airlines,B788,N882BL,N882BL,exact_tail_25min_5hr,AA133,N882BL,180,E,TRUE,
02-Apr-26,07:00,FR559,Manchester�(MAN),MAN,Ryanair,B738,EI-DLX,EI-DLX,exact_tail_25min_5hr,FR558,EI-DLX,30,C,FALSE,
02-Apr-26,07:00,HU751,Beijing�(PEK),PEK,Hainan Airlines,A333,B-1021,B-1021,exact_tail_25min_5hr,HU752,B-1021,300,E,FALSE,
02-Apr-26,07:05,FR153,Leeds�(LBA),LBA,Ryanair,B738,9H-QAT,9H-QAT,exact_tail_25min_5hr,FR152,9H-QAT,25,C,FALSE,
02-Apr-26,07:12,,London�(STN),STN,Ryanair,B738,9H-QAY,9H-QAY,exact_tail_25min_5hr,FR261,9H-QAY,93,C,FALSE,
02-Apr-26,07:20,UA310,Washington�(IAD),IAD,United Airlines,B752,N14106,N14106,exact_tail_25min_5hr,UA311,N14106,90,D,TRUE,
02-Apr-26,07:20,FR3670,Berlin�(BER),BER,Ryanair,B738,9H-QBF,9H-QBF,exact_tail_25min_5hr,FR3669,9H-QBF,25,C,FALSE,
02-Apr-26,07:30,UA23,New York�(EWR),EWR,United Airlines,B772,N78003,N78003,exact_tail_25min_5hr,UA22,N78003,120,E,TRUE,
02-Apr-26,07:30,FR11,Madrid�(MAD),MAD,Ryanair,B738,9H-QBB,9H-QBB,exact_tail_25min_5hr,FR10,9H-QBB,30,C,FALSE,
02-Apr-26,07:30,FR23,Paris�(BVA),BVA,Ryanair,B38M,EI-IGO,EI-IGO,exact_tail_25min_5hr,FR22,EI-IGO,25,C,FALSE,
02-Apr-26,07:40,FR7662,Poznan�(POZ),POZ,Ryanair,B738,SP-RSB,SP-RSB,exact_tail_25min_5hr,FR7663,SP-RSB,25,C,FALSE,
02-Apr-26,07:45,BA824,London�(LHR),LHR,British Airways,A20N,G-TTSD,G-TTSD,exact_tail_25min_5hr,BA825,G-TTSD,50,C,FALSE,
02-Apr-26,07:45,QR19,Doha�(DOH),DOH,Qatar Airways,B789,A7-BHO,A7-BHO,exact_tail_25min_5hr,QR20,A7-BHO,90,E,FALSE,
02-Apr-26,07:50,FR271,London�(STN),STN,Ryanair,B38M,EI-IHP,EI-IHP,exact_tail_25min_5hr,FR272,EI-IHP,40,C,FALSE,
02-Apr-26,07:50,FR5020,Pisa�(PSA),PSA,Ryanair,B38M,EI-ILN,EI-ILN,exact_tail_25min_5hr,FR5021,EI-ILN,25,C,FALSE,
02-Apr-26,07:55,DL258,Minneapolis�(MSP),MSP,Delta Air Lines,A333,N810NW,N810NW,exact_tail_25min_5hr,DL259,N810NW,125,E,TRUE,
02-Apr-26,07:55,LX402,Zurich�(ZRH),ZRH,airBaltic,BCS3,YL-BTB,YL-BTB,exact_tail_25min_5hr,LX403,YL-BTB,45,C,FALSE,
02-Apr-26,08:00,FR1024,Budapest�(BUD),BUD,Ryanair,B738,SP-RKN,SP-RKN,exact_tail_25min_5hr,FR3880,SP-RKN,55,C,FALSE,
02-Apr-26,08:00,FR7007,Vienna�(VIE),VIE,Lauda Europe,A320,9H-LOU,9H-LOU,exact_tail_25min_5hr,FR7008,9H-LOU,25,C,FALSE,
02-Apr-26,08:05,BA4460,London�(LCY),LCY,British Airways,E190,G-LCYL,G-LCYL,exact_tail_25min_5hr,BA4463,G-LCYL,40,C,FALSE,
02-Apr-26,08:05,LH976,Frankfurt�(FRA),FRA,Lufthansa,A319,D-AIBC,D-AIBC,exact_tail_25min_5hr,LH977,D-AIBC,45,C,FALSE,
02-Apr-26,08:10,FR435,Liverpool�(LPL),LPL,Ryanair,B738,EI-EVJ,EI-EVJ,exact_tail_25min_5hr,FR437,EI-EVJ,30,C,FALSE,
02-Apr-26,08:15,EI88,Minneapolis�(MSP),MSP,Aer Lingus,A21N,EI-XLV,EI-XLV,exact_tail_25min_5hr,EI524,EI-XLV,90,C,TRUE,
02-Apr-26,08:15,AC800,Toronto�(YYZ),YYZ,Air Canada,B789,C-FNOE,C-FNOE,exact_tail_25min_5hr,AC801,C-FNOE,95,E,FALSE,
02-Apr-26,08:15,AF1616,Paris�(CDG),CDG,Air France,BCS3,F-HZUV,F-HZUV,exact_tail_25min_5hr,AF1617,F-HZUV,60,C,FALSE,
02-Apr-26,08:15,EI86,Cleveland�(CLE),CLE,Aer Lingus,A21N,EI-XLW,EI-XLW,exact_tail_25min_5hr,EI204,EI-XLW,90,C,TRUE,
02-Apr-26,08:17,,London�(STN),STN,Ryanair,B738,9H-QAY,9H-QAY,exact_tail_25min_5hr,FR261,9H-QAY,28,C,FALSE,
02-Apr-26,08:20,FR262,Alicante�(ALC),ALC,Ryanair,B738,EI-EBF,EI-EBF,exact_tail_25min_5hr,FR116,EI-EBF,50,C,FALSE,
02-Apr-26,08:20,KL1135,Amsterdam�(AMS),AMS,KLM,E295,PH-NXU,PH-NXU,exact_tail_25min_5hr,KL1136,PH-NXU,35,C,FALSE,
02-Apr-26,08:25,EI82,Indianapolis�(IND),IND,Aer Lingus,A21N,EI-XLU,EI-XLU,exact_tail_25min_5hr,EI604,EI-XLU,90,C,FALSE,
02-Apr-26,08:25,EI136,Boston�(BOS),BOS,Aer Lingus,A333,EI-FNG,EI-DUZ,airline+aircraft+time,EI105,EI-DUZ,165,E,TRUE,
02-Apr-26,08:30,FR3881,Dubrovnik�(DBV),DBV,Ryanair,B738,SP-RSC,9H-QCF,airline+aircraft+time,FR662,9H-QCF,120,C,FALSE,
02-Apr-26,08:45,DL176,Atlanta�(ATL),ATL,Delta Air Lines,B764,N825MH,N825MH,exact_tail_25min_5hr,DL177,N825MH,135,D,TRUE,
02-Apr-26,08:50,EI106,New York�(JFK),JFK,Aer Lingus,A21N,EI-LRA,EI-LRA,exact_tail_25min_5hr,EI133,EI-LRA,235,C,TRUE,
02-Apr-26,08:50,EI3401,Donegal�(CFN),CFN,Aer Lingus Regional,AT76,EI-GPO,EI-GPO,exact_tail_25min_5hr,EA3554,EI-GPO,35,B,FALSE,
02-Apr-26,08:50,FR809,Edinburgh�(EDI),EDI,Ryanair,B738,SP-RKV,SP-RKV,exact_tail_25min_5hr,FR6126,SP-RKV,35,C,FALSE,
02-Apr-26,08:55,EI118,Washington�(IAD),IAD,Aer Lingus,A21N,EI-LRE,EI-LRE,exact_tail_25min_5hr,EI117,EI-LRE,220,C,TRUE,
02-Apr-26,08:55,AY1381,Helsinki�(HEL),HEL,Jettime,B738,OY-JYC,OY-JYC,exact_tail_25min_5hr,AY1382,OY-JYC,45,C,FALSE,
02-Apr-26,08:55,EY45,Abu Dhabi�(AUH),AUH,Etihad Airways,B789,A6-BLQ,A6-BLQ,exact_tail_overnight_5hr_16hr,EY48,A6-BLQ,600,E,FALSE,
02-Apr-26,09:00,EI151,London�(LHR),LHR,Aer Lingus,A20N,EI-NSG,EI-NSG,exact_tail_25min_5hr,EI158,EI-NSG,40,C,FALSE,
02-Apr-26,09:05,IB1881,Madrid�(MAD),MAD,Iberia Express,A320,EC-KOH,EC-KOH,exact_tail_25min_5hr,IB1882,EC-KOH,45,C,FALSE,
02-Apr-26,09:10,FR7045,Malaga�(AGP),AGP,Ryanair,B738,EI-DWP,EI-DWP,exact_tail_25min_5hr,FR7044,EI-DWP,25,C,FALSE,
02-Apr-26,09:10,VY8720,Barcelona�(BCN),BCN,Vueling,A320,EC-MER,EC-MER,exact_tail_25min_5hr,VY8721,EC-MER,40,C,FALSE,
02-Apr-26,09:15,DL44,New York�(JFK),JFK,Delta Air Lines,B763,N1603,N1603,exact_tail_5min_8hr,DL155,N1603,345,D,TRUE,
02-Apr-26,09:15,EI203,Manchester�(MAN),MAN,Aer Lingus,A320,EI-DEP,EI-DEP,exact_tail_25min_5hr,EI504,EI-DEP,40,C,FALSE,
02-Apr-26,09:20,EI120,Orlando�(MCO),MCO,Aer Lingus,A333,EI-EIL,EI-EIL,exact_tail_25min_5hr,EI123,EI-EIL,135,E,TRUE,
02-Apr-26,09:20,EI263,Birmingham�(BHX),BHX,Aer Lingus,A320,EI-DEL,EI-DEL,exact_tail_25min_5hr,EI392,EI-DEL,40,C,FALSE,
02-Apr-26,09:35,AA724,Charlotte�(CLT),CLT,American Airlines,B772,N776AN,N776AN,exact_tail_25min_5hr,AA725,N776AN,130,E,TRUE,
